[0616/230707.312:INFO:CONSOLE(1)] "Long rAF frame-time", source: file:///C:/Program%20Files/Adobe/Adobe%20Photoshop%202020/Required/www-rich-tooltips/build/external.js (1)
[0702/104211.195:WARNING:dns_config_service_win.cc(668)] Failed to read DnsConfig.
[0702/104214.364:WARNING:dns_config_service_win.cc(668)] Failed to read DnsConfig.
[0702/104216.207:WARNING:dns_config_service_win.cc(668)] Failed to read DnsConfig.
[0702/104219.382:WARNING:dns_config_service_win.cc(668)] Failed to read DnsConfig.
[0702/104221.220:WARNING:dns_config_service_win.cc(668)] Failed to read DnsConfig.
[0702/104224.403:WARNING:dns_config_service_win.cc(668)] Failed to read DnsConfig.
[0702/104226.242:WARNING:dns_config_service_win.cc(668)] Failed to read DnsConfig.
[0702/104229.419:WARNING:dns_config_service_win.cc(668)] Failed to read DnsConfig.
[0702/104231.262:WARNING:dns_config_service_win.cc(668)] Failed to read DnsConfig.
[0702/104234.428:WARNING:dns_config_service_win.cc(668)] Failed to read DnsConfig.
[0702/104236.285:WARNING:dns_config_service_win.cc(668)] Failed to read DnsConfig.
[0702/104239.450:WARNING:dns_config_service_win.cc(668)] Failed to read DnsConfig.
[0702/104241.303:WARNING:dns_config_service_win.cc(668)] Failed to read DnsConfig.
[0702/104244.468:WARNING:dns_config_service_win.cc(668)] Failed to read DnsConfig.
[0702/104246.325:WARNING:dns_config_service_win.cc(668)] Failed to read DnsConfig.
[0702/104249.476:WARNING:dns_config_service_win.cc(668)] Failed to read DnsConfig.
[0702/104251.348:WARNING:dns_config_service_win.cc(668)] Failed to read DnsConfig.
[0702/104254.495:WARNING:dns_config_service_win.cc(668)] Failed to read DnsConfig.
[0702/104256.353:WARNING:dns_config_service_win.cc(668)] Failed to read DnsConfig.
[0702/104259.518:WARNING:dns_config_service_win.cc(668)] Failed to read DnsConfig.
[0702/104301.361:WARNING:dns_config_service_win.cc(668)] Failed to read DnsConfig.
[0702/104304.543:WARNING:dns_config_service_win.cc(668)] Failed to read DnsConfig.
[0702/104306.377:WARNING:dns_config_service_win.cc(668)] Failed to read DnsConfig.
[0702/104309.554:WARNING:dns_config_service_win.cc(668)] Failed to read DnsConfig.
[0702/104311.399:WARNING:dns_config_service_win.cc(668)] Failed to read DnsConfig.
[0702/104314.560:WARNING:dns_config_service_win.cc(668)] Failed to read DnsConfig.
[0702/104316.414:WARNING:dns_config_service_win.cc(668)] Failed to read DnsConfig.
[0702/104319.568:WARNING:dns_config_service_win.cc(668)] Failed to read DnsConfig.
[0702/104321.433:WARNING:dns_config_service_win.cc(668)] Failed to read DnsConfig.
[0702/134325.457:WARNING:dns_config_service_win.cc(668)] Failed to read DnsConfig.
[0702/134330.477:WARNING:dns_config_service_win.cc(668)] Failed to read DnsConfig.
[0702/134920.520:WARNING:dns_config_service_win.cc(668)] Failed to read DnsConfig.
[0702/134925.540:WARNING:dns_config_service_win.cc(668)] Failed to read DnsConfig.
[0702/134930.499:WARNING:dns_config_service_win.cc(668)] Failed to read DnsConfig.
[0702/134930.544:WARNING:dns_config_service_win.cc(668)] Failed to read DnsConfig.
[0702/135002.721:WARNING:dns_config_service_win.cc(668)] Failed to read DnsConfig.
[0702/135007.483:WARNING:dns_config_service_win.cc(668)] Failed to read DnsConfig.
[0730/074250.050:INFO:CONSOLE(1)] "Long rAF frame-time", source: file:///C:/Program%20Files/Adobe/Adobe%20Photoshop%202020/Required/www-rich-tooltips/build/external.js (1)
[0730/211757.531:WARNING:dns_config_service_win.cc(668)] Failed to read DnsConfig.
[0801/062439.390:WARNING:dns_config_service_win.cc(668)] Failed to read DnsConfig.
[0806/201208.198:WARNING:dns_config_service_win.cc(668)] Failed to read DnsConfig.
[0806/201208.295:WARNING:dns_config_service_win.cc(668)] Failed to read DnsConfig.
